Site ID OCK;Company site name;Region;Province;District;Site locate Address;Long;Lat;Subsidiary;Entity,,,,,,,,
10AGG1001;AG 194;South;An Giang;Châu Thành;0234 Ấp Vĩnh Thành,xã Vĩnh An,huyện Châu Thành,tỉnh An Giang;105,126;10,43532;GII;GII,,,
10AGG1002;AG 195;South;An Giang;Châu Thành;Số 8,xã Vĩnh Nhuận,huyện Châu Thành,tỉnh An Giang;105,224;10,40268;GII;GII,,,
10AGG1003;AG 197;South;An Giang;Châu Thành;Tổ 33,Bình An 1,xã An Hòa,huyện Châu Thành,tỉnh An Giang;105,32533;10,49861;GII;GII,,
10AGG1004;AG 199;South;An Giang;Châu Thành;Ấp Hòa Thịnh,xã Hòa Bình Thạnh,huyện Châu Thành,tỉnh An Giang;105,34345;10,38513;GII;GII,,,
10AGG1005;AG 204;South;An Giang;Chợ Mới;240 ấp Phú Trung,xã Mỹ An,huyện Chợ Mới,An Giang;105,504;10,4844;GII;GII,,,
10AGG1006;AG 205;South;An Giang;Chợ Mới;Ấp Nhơn Lộc,xã Nhơn Mỹ,huyện Chợ Mới,tỉnh An Giang;105,41298;10,45708;GII;GII,,,
10AGG1007;AG 206;South;An Giang;Chợ Mới;369 ấp Long Hòa II,xã Long Kiến,huyện Chợ Mới,tỉnh An Giang;105,46072;10,48475;GII;GII,,,
10AGG1008;AG 207;South;An Giang;Chợ Mới;Ấp An Phú,xã An Thạnh Trung,huyện Chợ Mới,tỉnh An Giang;105,49043;10,45316;GII;GII,,,
10AGG1009;AG 208;South;An Giang;Chợ Mới;Tổ 1,ấp An Phú,xã Hội An,huyện Chợ Mới,tỉnh An Giang;105,53581;10,44899;GII;GII,,
10AGG1010;AG 209;South;An Giang;Chợ Mới;232 Ấp An Ninh,Xã Hội An,huyện Chợ Mới,An Giang.;105,54813;10,4155;GII;GII,,,
10AGG1011;AG 210;South;An Giang;Chợ Mới;A6p1 An Khánh,xã An Thạnh Trung,huyện Chơ Mới,tỉnh An Giang;105,49377;10,40969;GII;GII,,,
10AGG1012;AG 211;South;An Giang;Chợ Mới;Ấp Kiến Quới 1,xã Kiến Thành,huyện Chợ Mới,tỉnh An Giang;105,4088;10,5309;GII;GII,,,
10AGG1013;AG 212;South;An Giang;Chợ Mới;Ấp Mỹ Hoa,xã Nhơn Mỹ,Chợ Mới,An Giang.;105,38625;10,47681;GII;GII,,,
10AGG1014;AG 213;South;An Giang;Chợ Mới;139 Ấp Thị 2,Thị trấn Mỹ Luông,Chợ Mới,An Giang.;105,48801;10,51327;GII;GII,,,
10AGG1015;AG 214;South;An Giang;Chợ Mới;337 Tổ 12,Ấp Trung,Xã Mỹ Hiệp,Chợ Mới,An Giang.;105,52679;10,49778;GII;GII,,
10AGG1016;AG 215;South;An Giang;Chợ Mới;Ấp Mỹ Tân,xã Mỹ Hội Đông,huyện Chợ Mới,tỉnh An Giang;105,33874;10,51824;GII;GII,,,
10AGG1017;AG 216;South;An Giang;Chợ Mới;295 Tổ 7,ấp Phú Thượng 3,xã Kiến An,huyện Chợ Mới,tỉnh An Giang;105,37344;10,52787;GII;GII,,
10AGG1018;AG 217;South;An Giang;Chợ Mới;131 Nguyễn Huệ,TT Chợ Mới,huyện Chợ Mới,tỉnh An Giang;105,39695;10,55149;GII;GII,,,
10AGG1019;AG 218;South;An Giang;Chợ Mới;Ấp Mỹ Hạnh,xã Mỹ Hội Đông,huyện Chợ Mới,tỉnh An Giang;105,35441;10,49367;GII;GII,,,
10AGG1020;AG 219;South;An Giang;Chợ Mới;593 Ấp Long Thạnh 2,xã Long Giang,huyện Chợ Mới,tỉnh An Giang;105,42766;10,47874;GII;GII,,,
10AGG1021;AG 220;South;An Giang;Chợ Mới;507 ấp Nhơn An,xã Nhơn Mỹ,huyện Chợ MỚi,tỉnh An Giang;105,3864;10,45883;GII;GII,,,
10AGG1022;AG 223;South;An Giang;Long Xuyên;Khóm Đông Thịnh C,phường Mỹ Phước,TP Long Xuyên,tỉnh An Giang;105,43995;10,36988;GII;GII,,,
10AGG1023;AG 224;South;An Giang;Phú Tân;ấp Bình Phú 1,phường Phú ;105,21557;10,63175;GII;GII,,,,,
10AGG1024;AG 225;South;An Giang;Phú Tân;Ấp Trung 1,thị trấn Phú Mỹ,huyện Phú Tân,tỉnh An Giang;105,35987;10,58582;GII;GII,,,
10AGG1025;AG 226;South;An Giang;Phú Tân;Ấp Thượng 2,thị trấn Phú Mỹ,huyện Phú Tân,tỉnh An Giang;105,3542;10,59781;GII;GII,,,
10AGG1026;AG 228;South;An Giang;Phú Tân;Ấp Long Hưng 2,xã Long Sơn,huyện Phú Tân,tỉnh An Giang;105,25816;10,78956;GII;GII,,,
10AGG1027;AG 229;South;An Giang;Phú Tân;Ấp Phú Đức,xã Phú Thạnh,huyện Phú Tân,tỉnh An Giang;105,29286;10,71487;GII;GII,,,
10AGG1028;AG 230;South;An Giang;Phú Tân;ấp Phú Xương,thị trấn Chợ Vàm,huyện Phú Tân,tỉnh An Giang;105,34364;10,70839;GII;GII,,,
10AGG1029;AG 231;South;An Giang;Phú Tân;Ấp Phú Hiệp,thị trấn Chợ Vàm,huyện Phú Tân,tỉnh An Giang;105,3412;10,71971;GII;GII,,,
10AGG1030;AG 232;South;An Giang;Phú Tân;Ấp Phú Mỹ Hạ,xã Phú Thọ,huyện Phú Tân,tỉnh An Giang;105,34214;10,62142;GII;GII,,,
10AGG1031;AG 236;South;An Giang;An Phú;xã Vĩnh Hậu,huyện An Phú,tỉnh An Giang;105,15485;10,82725;GII;GII,,,,
10AGG1032;AG 238;South;An Giang;Tân Châu;Ấp 5,xã Vĩnh Xương,huyện Tân Châu,tỉnh An Giang;105,16903;10,90345;GII;GII,,,
10AGG1033;AG 241;South;An Giang;Thoại Sơn;Ấp Đông Sơn 2,thị trấn Núi Sập,huyện Thoại Sơn,tỉnh An Giang;105,28841;10,25992;GII;GII,,,
10AGG1034;AG 243;South;An Giang;Thoại Sơn;Ấp Bắc Sơn,thị trấn Núi Sập,huyện Thoại Sơn,tỉnh An Giang;105,26921;10,26804;GII;GII,,,
10AGG1035;AG 244;South;An Giang;Thoại Sơn;Ấp Tây Bình A,xã Vĩnh Chánh,huyện Thoại Sơn,tỉnh An Giang;105,37073;10,33055;GII;GII,,,
10AGG1036;AG 245;South;An Giang;Thoại Sơn;547 Ấp Sơn Hòa,xã Vọng Đông,huyện Thoại Sơn,tỉnh An Giang;105,16824;10,2845;GII;GII,,,
10AGG1037;AG 248;South;An Giang;Tri Tôn;xã Vĩnh Phước,huyện Tri Tôn,tỉnh An Giang;104,8323;10,44553;GII;GII,,,,
10AGG1038;AG 249;South;An Giang;Tịnh Biên;Tổ 5,Ấp Núi Voi,xã Núi Voi,huyện Tịnh Biên,tỉnh An Giang;105,04767;10,53805;GII;GII,,
10AGG1039;AG 252;South;An Giang;Tịnh Biên;Khóm Sơn Đông,thị trấn Nhà Bàn,huyện Tịnh Biên,tỉnh An Giang;105,01325;10,62804;GII;GII,,,
10AGG1040;AG 253;South;An Giang;Tịnh Biên;Ấp Tân Hưng,xã Nhơn Hưng,huyện Tịnh Biên,tỉnh An Giang;104,99257;10,63958;GII;GII,,,
10AGG1041;AG 255;South;An Giang;Tịnh Biên;Khóm 3,thị trấn Chi Lăng,huyện tịnh Biên,tỉnh An Giang;105,03034;10,52348;GII;GII,,,
10AGG1042;AG 256;South;An Giang;Tịnh Biên;Ấp Phú Nhứt,xã An Phú,huyện Tịnh Biên,tỉnh An Giang;104,96928;10,62717;GII;GII,,,
10AGG1044;AG 266;South;An Giang;Long Xuyên;175/16H Dương Xương Nghệ,Ấp Mỹ Thọ,phường Mỹ Quý,TP Long Xuyên,An Giang;105,45133;10,36676;GII;GII,,
10AGG1045;AG 267;South;An Giang;Long Xuyên;Tổ 8,Ấp Trung Thạnh,phường Mỹ Thới,Tp Long Xuyên,tỉnh An Gaing;105,15215;10,3563;GII;GII,,
10AGG1046;AG 269;South;An Giang;Long Xuyên;9/1 Khóm An Hưng,phường Mỹ Thới,TP Long Xuyên,tỉnh An Giang;105,46935;10,34799;GII;GII,,,
10AGG1047;AG 273;South;An Giang;Long Xuyên;4/31 Khóm Thới Thạnh,phường Mỹ Thạnh,TP.Long Xuyên,An Giang;105,46896;10,31613;GII;GII,,,
10AGG1048;AG 275;South;An Giang;Long Xuyên;3/60 Thới Hòa,Mỹ Thạnh,TP Long Xuyên,An Giang;105,48798;10,32714;GII;GII,,,
10AGG1049;AG 286;South;An Giang;Long Xuyên;Khóm Bình Đức 1,phường Bình Đức,TP.Long Xuyên,tỉnh An Giang;105,41602;10,40539;GII;GII,,,
10AGG1050;AG 289;South;An Giang;Tri Tôn;Ấp An Hòa,xã Châu Lăng,huyện Tri Tôn,An Giang;104,97182;10,44201;GII;GII,,,
10AGG1051;AG 290;South;An Giang;Tri Tôn;Ấp Tân Trung,xã Tà Đảnh,huyện Tri Tôn,An Giang;105,05552;10,43437;GII;GII,,,
10AGG1052;AG 291;South;An Giang;Tri Tôn;Ấp Sóc Tức,xã Lê Trì,huyện Tri Tôn,tỉnh An Giang;104,95743;10,5106;GII;GII,,,
10AGG1053;AG 292;South;An Giang;Tri Tôn;Thị trấn Tri Tôn,huyện Tri Tôn,tỉnh An Giang;105,00414;10,40763;GII;GII,,,,
10AGG1054;AG 293;South;An Giang;Tri Tôn;Tổ 10,kinh 6,ấp Tân Trung,xã Tà Đảnh,huyện Tri Tôn,tỉnh An Giang;105,04651;10,28685;GII;GII,
10AGG1055;AG 295;South;An Giang;Châu Đốc;344 Lê Lợi,Châu Quới 2,phường Châu Phú B,thị xã Châu Đốc,tỉnh An Giang;105,12932;10,7056;GII;GII,,
10AGG1056;AG 302;South;An Giang;Châu Đốc;khóm Vĩnh Phú,thị xã Châu Đốc,tỉnh An Giang;105,10874;10,71472;GII;GII,,,,
10AGG1057;AG5817;South;An Giang;Tịnh Biên;Tổ 1,khóm 3,thị trấn Chi Lăng,huyện Tịnh Biên,An Giang;105,03687;10,5318;GII;GII,,
10AGG1058;AG An Nông;South;An Giang;Tịnh Biên;Ấp Tân Biên,xã An Nông,huyện Tịnh Biên,An Giang;104,91943;10,55836;GII;GII,,,
10AGG1059;AG Bình Phú 2;South;An Giang;Châu Phú;123 Tổ 6,ấp Bình An,xã Bình Phú,huyện Châu Phú,An Giang;105,16973;10,49883;GII;GII,,
10AGG1060;AG Châu Đốc 12;South;An Giang;Châu Đốc;Tổ 2,ấp Châu Long 6,xã Vĩnh Mỹ,thị xã Châu Đốc,An Giang;105,15221;10,69531;GII;GII,,
10AGG1061;AG Châu Đốc 3;South;An Giang;Châu Đốc;Vĩnh Ngươn,Vĩnh Chánh 1,thị xã Châu Đốc,An Giang;105,10297;10,73724;GII;GII,,,
10AGG1062;AG Châu Phú 2;South;An Giang;Châu Phú;Số 49,đường Nguyễn Khoái,ấp Bình Hóa,thị trấn Cái Dầu,huyện Châu Phú,An Giang;105,2407;10,56798;GII;GII,
10AGG1063;AG Long Hòa 3;South;An Giang;Phú Tân;ấp Long Thạnh 1,xã Long Sơn,huyện Phú Tân,An Giang;105,2664;10,76558;GII;GII,,,
10AGG1064;AG Long Xuyên 12;South;An Giang;Long Xuyên;97/2 Thoại Ngọc Hầu,Mỹ Long,Long Xuyên,An Giang;105,44614;10,37766;GII;GII,,,
10AGG1065;AG Mỹ Hòa;South;An Giang;Long Xuyên;1013/2A Khóm Tây Khánh 7,phường Mỹ Hòa,TP Long Xuyên,An Giang;105,40879;10,36986;GII;GII,,,
10AGG1066;AG Núi Cấm;South;An Giang;Tịnh Biên;Tổ 5,Ấp Dồ Đầu,xã An Hảo - An Bình,huyện Tịnh Biên,An Giang;104,983189;10,500189;GII;GII,,
10AGG1067;AG Ô Long Vĩ 2;South;An Giang;Châu Đốc;1997 số 4,tổ 13,Ấp Mỹ Thuận,xã Vĩnh Châu,huyện Châu Đốc,An Giang;105,10251;10,63668;GII;GII,
10AGG1068;AG Phú Lộc;South;An Giang;An Phú;Ấp Vĩnh Phước,xã Vĩnh Lộc,huyện An Phú. tỉnh An Giang;105,15257;10,87017;GII;GII,,,,
10AGG1069;AG Tân Châu 3;South;An Giang;Tân Châu; Số 12,Đường Lý Tự Trọng,Phường Long Thạnh,Thị xã Tân Châu,AG;105,25117;10,79762;GII;GII,,
10AGG1070;AG Tân Tuyến 3;South;An Giang;Tri Tôn;ấp Tân Lập,xã Tân Tuyến,huyện Tri Tôn,An Giang;105,08886;10,37125;GII;GII,,,
10AGG1071;AG Thạnh Mỹ Tây 2;South;An Giang;Châu Phú;13 Tổ 1,ấp Long Phú,Ô Long Vĩ,Châu Phú,An Giang;105,09804;10,55969;GII;GII,,
10AGG1072;AG Vĩnh Trạch;South;An Giang;Thoại Sơn;185 tổ 10,ấp Vĩnh Trung,Vĩnh Trạch,Thoại Sơn,An Giang;105,34504;10,34631;GII;GII,,
21AGG1001;An Giang 186;South;An Giang;Châu Phú;Vĩnh Huế,Vĩnh Thành Trung,Châu Phú,An Giang;105,23025;10,58435;MIS;MIS 2,,,
21AGG1002;An Giang 168;South;An Giang;Long Xuyên;905/46,Bình Đức 2,Bình Đức,Tp. Long Xuyên,Tỉnh An Giang;105,40336;10,39749;MIS;MIS 2,,
21AGG1003;An Giang 169;South;An Giang;An Phú;Phú Thạnh,Phú Hữu,An Phú,An Giang;105,1021;10,85608;MIS;MIS 2,,,
21AGG1004;An Giang 172;South;An Giang;An Phú;Vĩnh Hội,Vĩnh Hội,An Phú,An Giang;105,06776;10,79397;MIS;MIS 2,,,
21AGG1005;An Giang 173;South;An Giang;An Phú;Satô,Bình Khánh,An Phú,An Giang;105,07913;10,9332;MIS;MIS 2,,,
21AGG1006;An Giang 174;South;An Giang;An Phú;Ấp 3,Khánh An,An Phú,An Giang;105,10603;10,93734;MIS;MIS 2,,,
21AGG1007;An Giang 175;South;An Giang;An Phú;Ấp 1,Vĩnh Hội Đông,An Phú,An Giang;105,08453;10,80527;MIS;MIS 2,,,
21AGG1008;An Giang 178;South;An Giang;Long Xuyên;558/25A Bình Đức 5,Bình Đức,Long Xuyên;105,40491;10,41331;MIS;MIS 2,,,,
21AGG1009;An Giang 180;South;An Giang;Long Xuyên;Bình Đức 1,Bình Đức,Long Xuyên,AG;105,41805;10,40257;MIS;MIS 2,,,
21AGG1010;An Giang 183;South;An Giang;Châu Phú;21/21 Tổ 2,Bình Thành,Bình Mỹ,Châu Phú,An Giang;105,28523;10,55195;MIS;MIS 2,,
21AGG1011;An Giang 184;South;An Giang;Châu Phú;Bình Chánh,Bình Long,Châu Phú,AG;105,24924;10,56326;MIS;MIS 2,,,
21AGG1012;An Giang 187;South;An Giang;Tịnh Biên;Sơn Tây,Thái Sơn,Tịnh Biên,An Giang;105,01463;10,60396;MIS;MIS 2,,,
21AGG1013;An Giang 188;South;An Giang;Châu Phú;Tổ 2,Bình Hưng 2,Bình Mỹ,Châu Phú,An Giang;105,31472;10,51981;MIS;MIS 2,,
21AGG1014;An Giang 189;South;An Giang;Châu Đốc;Tổ 6 Khóm Vĩnh Tây,P. Núi Sam,TX Châu Đốc,An Giang;105,07059;10,67777;MIS;MIS 2,,,
21AGG1015;An Giang 190;South;An Giang;Long Xuyên;5/10 Hưng Thạnh,Mỹ Thạnh,Long Xuyên;105,43571;10,30946;MIS;MIS 2,,,,
21AGG1016;An Giang 191;South;An Giang;Long Xuyên;106B,Tổ 6,Bình Thới 1,Bình Khánh,LX,AG;105,42451;10,40154;MIS;MIS 2,
21AGG1017;An Giang 193;South;An Giang;Châu Thành;Ấp Hòa Long 4,An Châu,Châu Thanh An Giang;105,38837;10,44489;MIS;MIS 2,,,,
21AGG1018;An Giang 170;South;An Giang;An Phú;Ấp 3,Phước Hưng,An Phú,AG;105,08403;10,82754;MIS;MIS 2,,,
21AGG1019;An Giang 272;South;An Giang;Long Xuyên;51/4A Khóm Trung Hưng,Mỹ Thới,Long Xuyên,An Giang;105,46389;10,33767;MIS;MIS 2,,,
30AGG1001;AG Phước Hưng;South;An Giang;An Phú;Số 463- Tổ 19- Ấp 2- Xã Phước Hưng- Huyện An Phú - Tỉnh An Giang;105,07846;10,85316;VNC55;VNC55,,,,,,
30AGG1002;AG Vĩnh Trường;South;An Giang;An Phú;Số 1198- Tổ 98- Ấp Phước Thạnh- Huyện An Phú - Tỉnh An Giang;105,10562;10,77613;VNC55;VNC55,,,,,,
30AGG1003;AG Chợ Mới 2;South;An Giang;Chợ Mới;Số 793- Ấp Hòa Hạ- Xã Kiến An- Huyện Chợ Mới- Tỉnh An Giang;105,39179;10,55392;VNC55;VNC55,,,,,,
30AGG1004;AG Chợ Mới 3;South;An Giang;Chợ Mới;Số 01- Ấp  Long Hòa 1 - Xã Long Điền A - Huyện Chợ Mới- Tỉnh An Giang;105,42583;10,54915;VNC55;VNC55,,,,,,
30AGG1005;AG Hòa Bình;South;An Giang;Chợ Mới;Số 63 - Ấp An Lương - Xã Hòa Bình - Huyện Chợ Mới- Tỉnh An Giang;105,46042;10,38748;VNC55;VNC55,,,,,,
30AGG1006;AG Long Điền A;South;An Giang;Chợ Mới;Số 289- Ấp Long Định- Xã Long Điền A- Huyện Chợ Mới- Tỉnh An Giang;105,4632;10,53481;VNC55;VNC55,,,,,,
30AGG1007;AG Long Kiến;South;An Giang;Chợ Mới;Số 414- Tổ 11- Ấp Long Hòa 1 - Xã Long Kiến- Huyện Chợ Mới- Tỉnh An Giang;105,45877;10,46699;VNC55;VNC55,,,,,,
30AGG1008;AG Mỹ Luông 2;South;An Giang;Chợ Mới;Số 420- Tổ 12- Ấp Mỹ Long- Xã Mỹ An- Huyện Chợ Mới- Tỉnh An Giang;105,5219;10,45991;VNC55;VNC55,,,,,,
30AGG1009;AG Đào Hữu Cảnh;South;An Giang;Châu Phú;233 - Tổ 7 - Ấp Hưng Thới,Đào Hữu Cảnh - Huyện Châu Phú - Tỉnh An Giang;105,12239;10,51229;VNC55;VNC55,,,,,
30AGG1010;AG Mỹ Đức;South;An Giang;Châu Phú;Số 16/1- Tổ 1- Ấp Mỹ Thiện- Xã Mỹ Đức- Huyện Châu Phú- Tỉnh An Giang;105,17738;10,66595;VNC55;VNC55,,,,,,
30AGG1011;AG Vĩnh Thạnh Trung;South;An Giang;Châu Phú;Tổ17- Ấp Vĩnh Bình- Xã Vĩnh Thạnh Trung- Huyện Châu Phú-Tỉnh An Giang;105,17077;10,57033;VNC55;VNC55,,,,,,
30AGG1012;AG Vĩnh Tre;South;An Giang;Châu Phú;Ấp Vĩnh Thuận- Xã Vĩnh Thạnh Trung- Huyện Châu Phú- Tỉnh An Giang;105,20955;10,61674;VNC55;VNC55,,,,,,
30AGG1013;AG Hòa Bình Thạnh;South;An Giang;Châu Thành;Tổ 5- Ấp Hòa Thạnh- Xã Hòa Bình Thạnh- Huyện Châu Thành- TỉnhAn Giang;105,34818;10,41848;VNC55;VNC55,,,,,,
30AGG1014;AG An Châu 3;South;An Giang;Long Xuyên;Số 268/18- Quốc lộ 19 - Phường Bình Đức- Tp Long Xuyên- Tỉnh An Giang;105,40854;10,42066;VNC55;VNC55,,,,,,
30AGG1015;AG Bình Khánh 3;South;An Giang;Long Xuyên;Số258 D/13 Trần Hưng Đạo- Phường Bình Khánh - Tp Long Xuyên- Tỉnh An Giang;105,42154;10,39854;VNC55;VNC55,,,,,,
30AGG1016;AG Long Xuyên 20;South;An Giang;Long Xuyên;Số 259/1 Trần Nhật Duật,phường Long Mỹ,TP Long Xuyên,An Giang;105,44246;10,37902;VNC55;VNC55,,,
30AGG1017;AG Long Xuyên 7;South;An Giang;Long Xuyên;Số 12/1 Trần Nguyên Hãn- Phường Mỹ Long- Tp Long Xuyên- Tỉnh An Giang;105,443673;10,381066;VNC55;VNC55,,,,,,
30AGG1018;AG Mỹ Hòa 2;South;An Giang;Long Xuyên;Ấp Binh Hòa 1- Xã Mỹ Khánh- Tp Long Xuyên- Tỉnh An Giang;105,38296;10,38125;VNC55;VNC55,,,,,,
30AGG1019;AG Phú Lâm;South;An Giang;Phú Tân;Ấp Phú Lợi- Xã Phú Lâm- Huyện Phú Tân- Tỉnh An Giang;105,27317;10,72531;VNC55;VNC55,,,,,,
30AGG1020;AG Phú Thạnh 2;South;An Giang;Phú Tân;Số 644- Tổ 12- Ấp Phú Lộc- Xã Phú Thạnh- Huyện Phú Tân- Tỉnh An Giang;105,31073;10,7175;VNC55;VNC55,,,,,,
30AGG1021;AG Phú Thọ;South;An Giang;Phú Tân;Tổ 34- Ấp Phú Mỹ Thượng- Xã Phú Thọ- Huyện Phú Tân- Tỉnh An Giang;105,33811;10,64019;VNC55;VNC55,,,,,,
30AGG1022;AG Tân Trung;South;An Giang;Phú Tân;Số 367- Tổ 14- Ấp Mỹ Hòa 2- Xã Tân Hòa - Huyện Phú Tân - Tỉnh An Giang;105,33754;10,6482;VNC55;VNC55,,,,,,
30AGG1023;AG Phú An;South;An Giang;Phú Tân;Số 523 - Tổ 21 - Ấp Phú Bình - Xã Phú An - Huyện Phú Tân - Tỉnh An Giang;105,33777;10,68361;VNC55;VNC55,,,,,,
30AGG1024;AG Phú Thuận;South;An Giang;Thoại Sơn;Ấp Kênh Đào- Xã Phú Thuận- Huyện Thoại Sơn - Tỉnh An Giang;105,4049;10,29642;VNC55;VNC55,,,,,,
30AGG1025;AG Vĩnh Khánh;South;An Giang;Thoại Sơn;Số 416- Tổ 9- Ấp Vĩnh Lợi- Xã Vĩnh Khánh- Huyện Thoại Sơn- Tỉnh An Giang;105,35387;10,27548;VNC55;VNC55,,,,,,
30AGG1026;AG Vĩnh Phú;South;An Giang;Thoại Sơn;Số 109- Tổ 4- Ấp Trung Phú 2- Xã Vĩnh Phú- Huyện Thoại Sơn- Tỉnh An Giang;105,28807;10,35904;VNC55;VNC55,,,,,,
30AGG1027;AG Vĩnh Trạch 2;South;An Giang;Thoại Sơn;Số 223/11- Ấp Tây Bình- Xã Vĩnh Trạch - Huyện Thoại Sơn- Tỉnh An Giang;105,31572;10,35288;VNC55;VNC55,,,,,,
30AGG1028;AG Bình Phú;South;An Giang;Châu Phú;Số 13/14- Ấp Bình Đức - xã Bình Phú - huyện Châu Phú- Tỉnh An Giang;105,19902;10,48011;VNC55;VNC55,,,,,,
30AGG1029;AG Khánh An;South;An Giang;An Phú;UBND xã Khánh An- Huyện An Phú- Tỉnh An Giang;105,11193;10,95924;VNC55;VNC55,,,,,,
30AGG1030;AG Nhơn Hội;South;An Giang;An Phú;UBND xã Nhơn Hội- Huyện An Phú- Tỉnh An Giang;105,04039;10,89316;VNC55;VNC55,,,,,,
20VTU1001;08VU045;South;Ba Ria Vung Tau;Bà Rịa;KP2 Tổ 16 P Phước Nguyên;107,1871;10,49631;MIS;MIS,,,,,,
20VTU1002;08VU046;South;Ba Ria Vung Tau;Bà Rịa;Tổ 10 KP4 P Long Tâm TX BR;107,19415;10,50993;MIS;MIS,,,,,,
20VTU1003;08VU049;South;Ba Ria Vung Tau;Bà Rịa;287 Trần Hưng Đạo TX BR;107,18819;10,50249;MIS;MIS,,,,,,
20VTU1004;08VU050;South;Ba Ria Vung Tau;Bà Rịa;Tổ 2 KP1 P Long Tâm TX BR;107,18846;10,51345;MIS;MIS,,,,,,
20VTU1005;08VU051;South;Ba Ria Vung Tau;Bà Rịa;Ấp Bắc II  Xã Hòa Long TX BR;107,20415;10,53755;MIS;MIS,,,,,,
20VTU1006;08VU053;South;Ba Ria Vung Tau;Bà Rịa;Ấp Đông Hòa Long TX BR ;107,21481;10,5307;MIS;MIS,,,,,,
30VTU1001;VU Tam An;South;Ba Ria Vung Tau;DDO-Dat Do;67 ấp Trung An - An Nhứt - Long Điền - BRVT;107,24687;10,48755;VNC55;VNC55,,,,,,
30VTU1002;Phước Tĩnh 2;South;Ba Ria Vung Tau;LDI-Long Dien;36bis/1 Phước Lâm - Phước Hưng - Bà Rịa Vũng Tàu;107,20348;10,41525;VNC55;VNC55,,,,,,
30VTU1003;VU Long Dien;South;Ba Ria Vung Tau;LDI-Long Dien;99 Phạm Hữu Chí - Long Hiệp - Long Điền - BRVT;107,20313;10,477649;VNC55;VNC55,,,,,,
30VTU1004;VU Hac Dich;South;Ba Ria Vung Tau;TTH-Tan Thanh;Tổ 10,ấp Trảng Cát- Hắc Dịch,Tân Thành,BRVT;107,08823;10,64114;VNC55;VNC55,,,
30VTU1005;VU My Xuan 2;South;Ba Ria Vung Tau;TTH-Tan Thanh;Xã Mỹ Xuân 2,Huyện Tân Thành,Tỉnh Bà Rịa-Vũng Tàu                         ;107,05316;10,62729;VNC55;VNC55,,,,
30VTU1006;VU Phuoc Hoa 3 ;South;Ba Ria Vung Tau;TTH-Tan Thanh;Khu 4 Ấp Phước Lộc,xã Phước Hòa,Tân Thành,BRVT                   ;107,07139;10,54033;VNC55;VNC55,,,
30VTU1007;Bàu Lâm;South;Ba Ria Vung Tau;XMO-Xuyen Moc;Xã Bàu Lâm,Huyện Xuyên Mộc,Tỉnh Bà Rịa-Vũng Tàu;107,37992;10,68914;VNC55;VNC55,,,,
30VTU1008;Bưng Riềng;South;Ba Ria Vung Tau;XMO-Xuyen Moc;36/8 tổ 8 ấp 2 Bưng Riềng,Xuyên Mộc,BRVT.;107,49352;10,55346;VNC55;VNC55,,,,
30VTU1009;Hoà Hiệp;South;Ba Ria Vung Tau;XMO-Xuyen Moc;Ấp Phú Thuận,xã Hoà Hiệp,Xuyên Mộc,BRVT.;107,507;10,68991;VNC55;VNC55,,,
30VTU1010;VU Phuoc Thuan 3;South;Ba Ria Vung Tau;XMO-Xuyen Moc;Tổ 8 ấp Thạnh Sơn 2A,Phước Thuận,Xuyên Mộc,BRVT.;107,38361;10,52421;VNC55;VNC55,,,
30VTU1011;VU Long Phuoc;South;Ba Ria Vung Tau;Bà Rịa;Ấp Bắc,Xã Long Phuoc,TP. Bà Rịa - Tỉnh Bà Rịa-Vũng Tàu;107,23832;10,53543;VNC55;VNC55,,,,
30VTU1012;VU Phuoc Long Hoi;South;Ba Ria Vung Tau;DDO-Dat Do;Ấp Hội Mỹ - Phước Hội - Đất Đỏ - BRVT ;107,28122;10,45282;VNC55;VNC55,,,,,,
30BGG1001;Quán Thành ;North;Bac Giang;Bắc Giang;Xa Xuong Giang,TP. Bac Giang,Tinh Bac Giang;106,21125;21,2942;VNC55;VNC55,,,,
30BGG1002;Lương Phong ;North;Bac Giang;HHO-Hiep Hoa;Xa Luong Phong,Huyen Hiep Hoa,Tinh Bac Giang;106,0151;21,34011;VNC55;VNC55,,,,
30BGG1003;Châu Minh ;North;Bac Giang;HHO-Hiep Hoa;Xom Tan Lap,Huong Lam,Hiep Hoa,Tinh Bac Giang;105,95914;21,25897;VNC55;VNC55,,,
30BGG1004;Bắc Lý ;North;Bac Giang;HHO-Hiep Hoa;Ap Cau Trong,Bac Ly,Hoa Hiep,Tinh Bac Giang;105,96283;21,30526;VNC55;VNC55,,,
30BGG1005;Hoàng Vân ;North;Bac Giang;HHO-Hiep Hoa;Ap Dong Hung,Hoang Van,Hoa Hiep,Tinh Bac Giang;105,95125;21,37913;VNC55;VNC55,,,
30BGG1006;Yên Mỹ ;North;Bac Giang;LGI-Lang Giang; Yen Vinh,Yen My,lang Giang,Tinh Bac Giang;106,26667;21,36335;VNC55;VNC55,,,
30BGG1007;Dương Đức ;North;Bac Giang;LGI-Lang Giang;Ap Dao,Duong Duc,Lang Giang,Tinh Bac Giang;106,19144;21,3362;VNC55;VNC55,,,
30BGG1008;Hương Lạc ;North;Bac Giang;LGI-Lang Giang;Ap Tu,Huong Lac,Lang Giang,Tinh Bac Giang;106,26738;21,3834;VNC55;VNC55,,,
