Site ID OCK;Company site name;Region;Province;District;Site locate Address;Long;Lat;Subsidiary;Entity,,,,,,,,
10HCM1023;08HMO45;South;Ho Chi Minh;Hóc Môn;1/13 ấp 5 xã Đông Thạnh,huyện Hóc Môn,TP.HCM;106,64293;10,89978;GII;GII,,,,
10HCM1024;08HMO46;South;Ho Chi Minh;Hóc Môn;2/3C ấp 3,xã Nhị Bình,huyện Hóc Môn,TP.HCM;106,6749;10,91641;GII;GII,,,
10HCM1025;08HMO49;South;Ho Chi Minh;Hóc Môn;Xã Nhị Bình,huyện Hóc Môn,TP.HCM;106,67602;10,90441;GII;GII,,,,
10HCM1026;08HMO50;South;Ho Chi Minh;Hóc Môn;Xã Đông Thạnh,huyện Hóc Môn,TP.HCM;106,6613;10,89989;GII;GII,,,,
10HCM1027;08Q0708;South;Ho Chi Minh;Quận 7;57 đường 77,P.Tân Quy,Quận 7,TP.HCM;106,70658;10,74092;GII;GTI,,,
10HCM1028;08Q0709;South;Ho Chi Minh;Quận 7;B2-04 Phường Tân Phong,Quận 7,TP.HCM;106,70354;10,73563;GII;GTI,,,,
10HCM1029;08Q0716;South;Ho Chi Minh;Quận 7;588/31 Khu phố 2,Huỳnh Tấn Phát,P.Tân Phú,Quận 7,TP.HCM;106,72968;10,73525;GII;GTI,,
10HCM1030;08Q1210;South;Ho Chi Minh;Hóc Môn;Xã Thới Tam Thôn (Tân Chánh Hiệp cũ),huyện Hóc Môn,TP.HCM;106,62183;10,8801;GII;GII,,,,
10HCM1031;08Q1218;South;Ho Chi Minh;Quận 12;Phường Thạnh Xuân,Quận 12,TP.HCM;106,66965;10,86044;GII;GII,,,,
10HCM1032;08Q1219;South;Ho Chi Minh;Quận 12;46/3 Khu phố 05,Phường Hiệp Thành,Quận 12,TP.HCM;106,64583;10,88323;GII;GII,,,
10HCM1033;08Q1223;South;Ho Chi Minh;Quận 12;311A Khu phố 3,phường Trung Mỹ Tây,Quận 12,TP.HCM;106,61066;10,85956;GII;GII,,,
10HCM1034;An Thới Đông 2;South;Ho Chi Minh;Cần Giờ;Ấp An Nghĩa,Xã An Thới Đông,Huyện Cần Giờ,TP.HCM;106,83324;10,58675;GII;GII,,,
10HCM1035;SG1164;South;Ho Chi Minh;Củ Chi;Ấp Xóm Huế,xã Tân An Hội,huyện Củ Chi,TP.HCM;106,49458;10,95071;GII;GII,,,
10HCM1036;Suối Tiên 2;South;Ho Chi Minh;Quận 9;Khu Du lịch Suối Tiên,Quận 9,TP.HCM;106,80624;10,85919;GII;GII,,,,
10HCM1037;HCM2016-323;South;Ho Chi Minh;Thủ Đức;68 Đường số 18,Phường Hiệp Bình Chánh,Quận Thủ Đức;106,71915;10,82474;GII;GII,,,,
20HCM1001;08BTH06;South;Ho Chi Minh;Bình Thạnh;245/30F Đường Bình Lợi - P.13 - Q. Bình Thạnh;106,70324;10,83306;MIS;MIS,,,,,,
20HCM1002;08BTH07;South;Ho Chi Minh;Bình Thạnh;381/3 Phan Văn Trị - P.11 - Q.BT;106,6944;10,81887;MIS;MIS,,,,,,
20HCM1003;08GVA04;South;Ho Chi Minh;Gò Vấp;99c/19 Lê Văn Thọ,P11,GV;106,65414;10,84117;MIS;MIS,,,,
20HCM1004;08GVA05;South;Ho Chi Minh;Gò Vấp;64/434P Phạm VawnCHieeu - P12 - Gò Vấp;106,6512;10,85605;MIS;MIS,,,,,,
20HCM1005;08GVA07;South;Ho Chi Minh;Gò Vấp;52/354,Đ. Quang Trung,P12,GV;106,64436;10,84102;MIS;MIS,,,
20HCM1006;08GVA08;South;Ho Chi Minh;Gò Vấp;59/42/21,Phạm Văn Chiêu,P12,GV ;106,64473;10,85219;MIS;MIS,,,
20HCM1007;08GVA09;South;Ho Chi Minh;Gò Vấp;16/297 Lê Đức Thọ,P15,Gò Vấp;106,66707;10,85107;MIS;MIS,,,,
20HCM1008;08PNH02;South;Ho Chi Minh;Bình Thạnh;136/35 Vạn Kiếp P3 -quận Bình Thạnh;106,69302;10,79957;MIS;MIS,,,,,,
20HCM1009;08Q0302;South;Ho Chi Minh;Quận 3;540/28 CMT8,P11,Q3;106,666943;10,786381;MIS;MIS,,,,
20HCM1010;08Q1102;South;Ho Chi Minh;Quận 11;313 Nguyễn Thị Nhỏ p16 Q11 ;106,65102;10,75808;MIS;MIS,,,,,,
20HCM1011;08Q1103;South;Ho Chi Minh;Quận 11;126 Nguyễn Thị Nhỏ P15 Q11;106,65314;10,77318;MIS;MIS,,,,,,
20HCM1012;08Q1104;South;Ho Chi Minh;Quận 11;167 Lê thị Bạch Cát P11 Q11;106,64964;10,76481;MIS;MIS,,,,,,
20HCM1013;08Q1105;South;Ho Chi Minh;Quận 11;40/6 Cư xá Lữ Gia P15 Q11;106,65536;10,77136;MIS;MIS,,,,,,
21HCM1001;08HNB38;South;Ho Chi Minh;Nhà Bè;36/2 KP6 - Thị trấn Nhà Bè ;106,73492;10,69585;MIS;MIS 2,,,,,,
21HCM1002;08HNB42;South;Ho Chi Minh;Nhà Bè;15/6B (177) Nguyễn Bình - Ấp 2 - Phú Xuân - Nhà Bè;106,74505;10,67587;MIS;MIS 2,,,,,,
21HCM1003;08HNB45;South;Ho Chi Minh;Nhà Bè;153/7 Ấp 4 - Hiệp Phước - Nhà Bè - Tp.HCM;106,72415;10,60054;MIS;MIS 2,,,,,,
21HCM1004;08HNB46;South;Ho Chi Minh;Nhà Bè;86/4 Ấp 2 - Xã Hiệp Phước - Nhà Bè;106,77345;10,587;MIS;MIS 2,,,,,,
21HCM1005;08HNB50;South;Ho Chi Minh;Nhà Bè;Số 184 Ấp 3 - Đào Sư Tích - Xã Phước Lộc - Nhà Bè;106,68134;10,6847;MIS;MIS 2,,,,,,
21HCM1006;08HNB55;South;Ho Chi Minh;Nhà Bè;44 Ấp 2 - Long Thới  - Nhà Bè;106,72019;10,65018;MIS;MIS 2,,,,,,
21HCM1007;08HNB56;South;Ho Chi Minh;Nhà Bè;Số 287 Ấp 2 - Long Thới - Nhà Bè;106,7067;10,65202;MIS;MIS 2,,,,,,
21HCM1008;08HNB57;South;Ho Chi Minh;Nhà Bè;164 Ấp 1 - Long Thới - Nhà Bè;106,72638;10,64108;MIS;MIS 2,,,,,,
21HCM1009;08HNB60;South;Ho Chi Minh;Nhà Bè;1415/14/160/26A Ấp 3 - Xã Hiệp Phước- Nhà Bè - TP. HCM;106,75478;10,5913;MIS;MIS 2,,,,,,
20HYN1001;Bắc Sơn;North;Hung Yen;An Thi;Thôn An Đỗ-Bắc Sơn- Ân Thi-HY;106,10459;20,85901;MIS;MIS,,,,,,
20HYN1002;Chí Tân;North;Hung Yen;KCH-Khoai Chau;Thôn Tân Hưng-Chí Tân-Khoái Châu -HY;105,97472;20,78417;MIS;MIS,,,,,,
20HYN1003;Cương Chính;North;Hung Yen;TLU-Tien Lu;Thôn Đặng-Cương Chính-Tiên Lữ-HY;106,17361;20,66583;MIS;MIS,,,,,,
20HYN1004;Đại Tập;North;Hung Yen;KCH-Khoai Chau;Thôn Ninh Tập-Đại Tập-Khoái Châu-HY;105,93917;20,7875;MIS;MIS,,,,,,
20HYN1005;Dân Tiến;North;Hung Yen;KCH-Khoai Chau;Thôn An Bình-xã Dân Tiến-Khoái Châu-Hưng Yên;106,00147;20,84186;MIS;MIS,,,,,,
20HYN1006;Hiến Nam;North;Hung Yen;HYE-Hung Yen;Đội 13-Phố Dục Nhân-P.Hiến Nam-TX Hưng Yên;106,05307;20,66121;MIS;MIS,,,,,,
20HYN1007;Hòa Phong;North;Hung Yen;MHA-My Hao;Thôn Phúc Miếu-xã Hòa Phong-Mỹ Hào-Hưng Yên;106,14915;20,93947;MIS;MIS,,,,,,
20HYN1008;Hưng Đạo;North;Hung Yen;TLU-Tien Lu;Thôn Hậu Xá-Hưng Đạo-Tiên Lữ-HY;106,08653;20,7169;MIS;MIS,,,,,,
20HYN1009;Lạc Đạo;North;Hung Yen;VLA-Van Lam;Thôn Hướng Đạo-xã Lạc Đạo-huyện Văn Lâm-HY;106,13016;20,82169;MIS;MIS,,,,,,
20HYN1010;Lam Sơn 1;North;Hung Yen;LSO-Lam Son;Đội 1-thôn Xích Đằng-Phường Lam Sơn-TP Hưng Yên;106,03298;20,41028;MIS;MIS,,,,,,
20HYN1011;Lam Sơn 2;North;Hung Yen;LSO-Lam Son;Xóm 1-Cao Xá-Lam Sơn-HY;106,05809;20,68405;MIS;MIS,,,,,,
20HYN1012;Lam Sơn 3;North;Hung Yen;HYE-Hung Yen;Phạm Hải Hồ,xóm 5-thôn Kim Đằng-phường Lam Sơn-TX Hưng Yên;106,04944;20,67556;MIS;MIS,,,,,
20HYN1013;Lam Sơn 4;North;Hung Yen;LSO-Lam Son;Xóm 2- Cao Xá-Lam Sơn;106,05275;20,68167;MIS;MIS,,,,,,
20HYN1014;Liên Khê;North;Hung Yen;KCH-Khoai Chau;Ấp Cẩm Bổi-Liên Khê-Khoái Châu-HY;105,96731;20,81919;MIS;MIS,,,,,,
20HYN1015;Liêu Xá;North;Hung Yen;TMY-Yen My;Thôn Liêu Thượng-xã Liêu Xá-huyện Yên Mỹ-tỉnh Hưng Yên;106,05528;20,91944;MIS;MIS,,,,,,
20HYN1016;Minh Khai 3;North;Hung Yen;HYE-Hung Yen;Tổ 7- Nam Lê Hồng Phong-Minh Khai-TX Hưng Yên;106,04167;20,64527;MIS;MIS,,,,,,
20HYN1017;Minh Tân;North;Hung Yen;PCU-Phu Cu;Thôn Nghĩa Vũ-xã Minh Tân,huyện Phù Cừ-HY;106,07539;20,65336;MIS;MIS,,,,,
20HYN1018;Phú Cường;North;Hung Yen;KDO-Kim Dong;Thôn Kệ Châu 2-Phú Cường-TP Hưng Yên;106,03333;20,70054;MIS;MIS,,,,,,
20HYN1019;Phương Chiểu;North;Hung Yen;TLU-Tien Lu;Thôn Phương Thượng- Phương Chiểu-TP Hưng Yên;105,05;20,38225;MIS;MIS,,,,,,
20HYN1020;Quảng Châu 1;North;Hung Yen;HYE-Hung Yen;Thôn 1-Quảng Châu-TX Hưng Yên;106,05293;20,63136;MIS;MIS,,,,,,
20HYN1021;Quảng Châu 2;North;Hung Yen;HYE-Hung Yen;Thôn 5-Quảng Châu-TX Hưng Yên;106,06922;20,62194;MIS;MIS,,,,,,
20HYN1022;Thủ Sỹ;North;Hung Yen;TLU-Tien Lu;Thôn Lê Bãi-Thủ Sỹ-Tiên Lữ-HY;106,09953;20,63854;MIS;MIS,,,,,,
20HYN1023;Tiên Lữ;North;Hung Yen;TLU-Tien Lu;UBND huyện Tiên Lữ-Hưng Yên;106,11089;20,70123;MIS;MIS,,,,,,
20HYN1024;Tứ Dân;North;Hung Yen;KCH-Khoai Chau;Thôn Mạn Xuyên-Tứ Dân-Khoái Châu-HY;105,935;20,83278;MIS;MIS,,,,,,
20HYN1025;Văn Nhuệ;North;Hung Yen;An Thi;Thôn Anh Nhuệ-Văn Nhuệ-An Thi-HY;106,13016;20,82169;MIS;MIS,,,,,,
20HYN1026;Bạch Sam;North;Hung Yen;MHA-My Hao;KCN Bạch Sam,Mỹ Hào,Hưng Yên;106,11647;20,91584;MIS;MIS,,,,
10KHA1001;KDL Bắc Tuần Lễ 1;Central;Khanh Hoa;Vạn Ninh;Thôn Tuần Lễ,xã Vạn Thọ,huyện Vạn Ninh,tỉnh Khánh Hòa;109,35765;12,77608;GII;GII,,,
10KHA1002;Bai Giam (Cam An Bắc);Central;Khanh Hoa;Cam Lâm;Thôn Tân An,xã Cam An Bắc,huyện Cam Lâm,tỉnh Khánh Hòa;109,08607;12,01052;GII;GII,,,
10KHA1003;Cam Hiệp Nam;Central;Khanh Hoa;Cam Lâm;Thôn Suối Cát,xã Cam Hiệp Nam,huyện Cam Lâm,tỉnh Khánh Hòa;109,12926;12,03131;GII;GII,,,
10KHA1004;Bai Tay (Cam Hiệp Tây);Central;Khanh Hoa;Cam Lâm;Thôn Bãi Giếng,TT. Cam Đức,huyện Cam Lâm,tỉnh Khánh Hòa;109,15792;12,07243;GII;GII,,,
10KHA1005;KV Baron (Cam Hòa 2);Central;Khanh Hoa;Cam Lâm;Thôn Lập Định,xã Cam Hòa,huyện Cam Lâm,tỉnh Khánh Hòa;109,10372;12,09937;GII;GII,,,
10KHA1006;Cam Nghĩa;Central;Khanh Hoa;Cam Ranh;Tổ DP Hòa Phước,phường Cam Nghĩa,thị xã Cam Ranh,tỉnh Khánh Hòa;109,18783;11,97453;GII;GII,,,
10KHA1008;Cam Ranh 12;Central;Khanh Hoa;Cam Ranh;Tổ dân phố Sơn Long,phường Ba Ngòi,thị xã Cam Ranh,. tỉnh Khánh Hòa;109,12715;11,92492;GII;GII,,,
10KHA1009;KDL Bãi Cát Thắm (Cam Ranh 14);Central;Khanh Hoa;Cam Ranh;Xóm Đồi,thôn Thống Nhất,Cam Phước Đông,thị xã Cam Ranh,tỉnh Khánh Hòa;109,10632;11,96702;GII;GII,,
10KHA1010;Cam Ranh 8;Central;Khanh Hoa;Cam Ranh;Tổ dân phố Phúc Sơn,phường Cam Phúc Nam,thị xã Cam Ranh,tỉnh Khánh Hòa;109,17442;11,93554;GII;GII,,,
10KHA1011;Diên Thọ;Central;Khanh Hoa;Diên Khánh;thôn Thanh Sơn,xã Diên Thọ,huyện Diên Khánh,tỉnh Khánh Hòa;109,01759;12,26994;GII;GII,,,
10KHA1012;Dao My Giang (Dốc Lếch 3);Central;Khanh Hoa;Ninh Hòa;Thôn Bình Tây 1,xã Ninh Hải,huyện Ninh Hòa,tỉnh Khánh Hòa;109,21948;12,55583;GII;GII,,,
10KHA1013;KH3863;Central;Khanh Hoa;Nha Trang;Thôn Đông,xã Vĩnh Phương;109,15204;12,27034;GII;GII,,,,,
10KHA1014;KH3864;Central;Khanh Hoa;Diên Khánh;Tổ 13,thôn 3,Xã Diên An;109,12233;12,25571;GII;GII,,,,
10KHA1015;KH3874;Central;Khanh Hoa;Nha Trang;Lô 57 Khu A Nam Hòa Khô,đường Lê Nghị,Khóm Hòa Trung,phường Vĩnh Hòa;109,196;12,2889;GII;GII,,,
10KHA1016;KH3878;Central;Khanh Hoa;Diên Khánh;Thôn Phước Lương,xã Diên Thọ;109,03354;12,26282;GII;GII,,,,,
10KHA1017;KH3896;Central;Khanh Hoa;Vạn Ninh;Thôn Trung Dõng 3,xã Vạn Bình;109,23414;12,72197;GII;GII,,,,,
10KHA1018;KH6108;Central;Khanh Hoa;Ninh Hòa;Thôn Phú Văn,xã Ninh Trung;109,122;12,5301;GII;GII,,,,,
10KHA1019;KH6111;Central;Khanh Hoa;Nha Trang;Tổ 7,thôn Phú Thạnh,xã Vĩnh Thạnh;109,15666;12,25711;GII;GII,,,,
10KHA1020;Mỹ Ca 2;Central;Khanh Hoa;Cam Ranh;tổ Nghĩa An,phường Cam Nghĩa,thị xã Cam Ranh,tỉnh Khánh Hòa;109,19209;12,01328;GII;GII,,,
10KHA1021;Cảng Container 2 (Mỹ Ca 4);Central;Khanh Hoa;Cam Ranh;Thôn Nghĩa Quý,phường Cam Nghĩa,thị xã Cam Ranh,tỉnh Khánh Hòa;109,17462;11,98822;GII;GII,,,
10KHA1022;Nha Trang 53;Central;Khanh Hoa;Nha Trang;Thôn Phước Sơn,xã Phước Đồng,TP. Nha Trang,tỉnh Khánh Hòa;109,13912;12,20698;GII;GII,,,
10KHA1023;Nha Trang 54;Central;Khanh Hoa;Nha Trang;Tổ 3,khóm Trí Nguyên,phường Vĩnh Nguyên,TP Nha Trang,tỉnh Khánh Hòa;109,22091;12,19237;GII;GII,,
10KHA1024;Hon Bip (Ninh An 3);Central;Khanh Hoa;Ninh Hòa;Đội 4,Sơn Lộc,xã Ninh An,huyện Ninh Hòa,tỉnh Khánh Hòa;109,15131;12,55234;GII;GII,,
10KHA1025;Bai Bua (Ninh Diêm);Central;Khanh Hoa;Ninh Hòa;Thôn Bình Sơn,xã Ninh Thọ,huyện Ninh Hòa,tỉnh Khánh Hòa;109,19663;12,52115;GII;GII,,,
10KHA1026;Cảng Container 1 (Ninh Đông);Central;Khanh Hoa;Ninh Hòa;thôn Vân Định,xả Ninh Đông,huyện Ninh Hòa,tỉnh Khánh Hòa;109,12851;12,5231;GII;GII,,,
10KHA1027;Ninh Hòa 10;Central;Khanh Hoa;Ninh Hòa;thôn Ngọc Sơn,xã Ninh An,huyện Ninh Hòa,tỉnh Khánh Hòa;109,17162;12,57721;GII;GII,,,
10KHA1028;Bai Tre (Ninh Hòa 13);Central;Khanh Hoa;Ninh Hòa;Thôn Thuận Lợi,xã Ninh Hà,huyện Ninh Hòa,tỉnh Khánh Hòa;109,14013;12,46353;GII;GII,,,
10KHA1029;Ninh Hòa 8;Central;Khanh Hoa;Ninh Hòa;Đội 9,thôn Ninh Ích,xã An Ninh,huyện Ninh Hòa,tỉnh Khánh Hòa;109,16036;12,52961;GII;GII,,
10KHA1030;Ninh Hòa 9;Central;Khanh Hoa;Ninh Hòa;thôn Mỹ Lợi,xã Ninh Lộc,huyện Ninh Hòa,tỉnh Khánh Hòa;109,11296;12,45231;GII;GII,,,
10KHA1031;Ninh Lộc;Central;Khanh Hoa;Ninh Hòa;Thôn Tân Đảo,xã Ninh Ích,huyện Ninh Hòa,tỉnh Khánh Hòa;109,17319;12,39949;GII;GII,,,
10KHA1032;KDL Nam Tuần Lễ 1 (Ninh Tân);Central;Khanh Hoa;Ninh Hòa;Thôn Trung,xã Ninh Tân,huyện Ninh Hòa,tỉnh Khánh Hòa;109,0446;12,45359;GII;GII,,,
10KHA1033;Ninh Vân 2;Central;Khanh Hoa;Ninh Hòa;Thôn Tây,xã Ninh Vân,huyện Ninh Hòa,tỉnh Khánh Hòa;109,31693;12,38679;GII;GII,,,
10KHA1034;Vung Ke (Phong Thạnh);Central;Khanh Hoa;Ninh Hòa;thôn Phong Thạnh,xã Ninh Lộc,huyện Ninh Hòa,tỉnh Khánh Hòa;109,12241;12,43291;GII;GII,,,
10KHA1035;Phú Hậu;Central;Khanh Hoa;Diên Khánh;Tổ 2,thôn Phú Hữu,xã Suối Hiệp,huyện Diên Khánh,tỉnh Khánh Hòa;109,08895;12,23488;GII;GII,,
10KHA1036;Phú Khánh Thượng;Central;Khanh Hoa;Diên Khánh;xã Diên Toàn,huyện Diên Khánh,tỉnh Khánh Hòa;109,10295;12,24872;GII;GII,,,,
10KHA1037;Phước Đồng 2;Central;Khanh Hoa;Nha Trang;thôn Phước Hạ,xã Phước Đồng,TP Nha Trang,tỉnh Khánh Hòa;109,18391;12,1786;GII;GII,,,
10KHA1038;Suối Hòa 2;Central;Khanh Hoa;Cam Lâm;thôn Nghĩa Bắc,thị trấn Cam Đức,huyện Cam Lâm,tỉnh Khánh Hòa;109,15688;12,0547;GII;GII,,,
10KHA1039;Tân Sinh Tây;Central;Khanh Hoa;Cam Lâm;ấp Tân Sinh Tây,xã Cam Thành Bắc,huyện Cam Lâm,tỉnh Khánh Hòa;109,15332;12,0228;GII;GII,,,
10KHA1040;Dong Khai Luong (Vạn Bình);Central;Khanh Hoa;Vạn Ninh;Thôn Bình Lộc 1,xã Vạn Bình,huyện Vạn Ninh,tỉnh Khánh Hòa;109,21833;12,72644;GII;GII,,,
10KHA1041;Vạn Hưng 2;Central;Khanh Hoa;Vạn Ninh;Xuân Đông,Vạn Hưng,Vạn Ninh,Khánh Hòa;109,17917;12,59992;GII;GII,,,
10KHA1042;Vạn Long 2;Central;Khanh Hoa;Vạn Ninh;Thôn Bắc,xã Vạn phước,huyện Vạn Ninh,tỉnh Khánh Hòa;109,31659;12,77898;GII;GII,,,
10KHA1043;Vạn Ninh 4;Central;Khanh Hoa;Vạn Ninh;thôn Tân Dân 2,xã Vạn Thắng,huyện Vạn Ninh,tỉnh Khánh Hòa;109,25584;12,72677;GII;GII,,,
10KHA1044;Vĩnh Lương;Central;Khanh Hoa;Nha Trang;thôn Cát Lợi,xã Vĩnh Lương,TP Nha Trang,tỉnh Khánh Hòa;109,19473;12,36474;GII;GII,,,
10KHA1045;Vĩnh Ngọc;Central;Khanh Hoa;Nha Trang;Tổ 15,Thôn Ngọc Hội,xã Vĩnh Ngọc,TP.Nha Trang,tỉnh Khánh Hòa;109,17227;12,26818;GII;GII,,
10KHA1046;Xuân Mỹ;Central;Khanh Hoa;Ninh Hòa;thôn Xuân Mỹ,xã Ninh Thọ,huyện Ninh Hòa,tỉnh Khánh Hòa;109,19633;12,56092;GII;GII,,,
10KHA1047;Mui Da Son (Xuân Sơn);Central;Khanh Hoa;Vạn Ninh;Thôn Xuân Ninh,xã Xuân Sơn,huyện Vạn NInh,tỉnh Khánh Hòa;109,16964;12,66338;GII;GII,,,
10KHA1048;Cầu Xóm Bóng Ponagar;Central;Khanh Hoa;Nha Trang;157 KP Tháp Bà Vĩnh Thọ,TP. Nha Trang;109,19692;12,26534;GII;GII,,,,,
10KHA1049;KTT Hoàng Diệu;Central;Khanh Hoa;Nha Trang;KTT Ngân Hàng Hoàng Diệu,Vĩnh Nguyên,TP.Nha Trang;109,19832;12,21937;GII;GII,,,,
10KHA1050;Phước Lộc-Phước Đồng;Central;Khanh Hoa;Nha Trang;Thôn Phước Lộc,xã Phước Đồng,TP. Nha Trang,Tỉnh Khánh Hoà;109,162115;12,185131;GII;GII,,,
20KHA1001;Nha Trang 34;Central;Khanh Hoa;Nha Trang;359 đường Sơn Thủy-tổ 11-Vĩnh Phước-Nha Trang.;109,19303;12,26776;MIS;MIS,,,,,,
20KHA1002;Nha Trang 39;Central;Khanh Hoa;Nha Trang;Thôn Thủy Tú-xã Vĩnh Thái-Tp.Nha Trang;109,16024;12,24108;MIS;MIS,,,,,,
20KHA1004;Nha Trang 47;Central;Khanh Hoa;Nha Trang;20B đường Phước Long-TP. Nha Trang-Khánh Hòa;109,19276;12,21047;MIS;MIS,,,,,,
20KHA1005;Nha Trang 49;Central;Khanh Hoa;Nha Trang;13 Tân Trào-khóm Thánh Gia-Vĩnh Nguyên-Nha Trang;109,20583;12,21229;MIS;MIS,,,,,,
20KHA1006;Nha Trang 55;Central;Khanh Hoa;Nha Trang;Tổ Phước Bình 1,Phước Điền,Phước Đồng,Nha Trang;109,16019;12,20336;MIS;MIS,,,
20KHA1007;Nha Trang 56;Central;Khanh Hoa;Nha Trang;Thôn Phú Vinh-Vĩnh Thạnh-Nha Trang;109,15894;12,26778;MIS;MIS,,,,,,
20KHA1008;Nha Trang 58;Central;Khanh Hoa;Nha Trang;Tổ 11-Thôn Võ Cang-Vĩnh Trung-Nha Trang-Khánh Hòa;109,13446;12,26271;MIS;MIS,,,,,,
20KHA1009;Nha Trang 60;Central;Khanh Hoa;Nha Trang;Lô E1/4 đường Lương Đức Bằng-Vĩnh Hòa-Nha Trang;109,18866;12,2943;MIS;MIS,,,,,,
20KHA1010;Nha Trang 61;Central;Khanh Hoa;Nha Trang;18/B1 Vĩnh Thành-Vĩnh Phương-Nha Trang;109,17818;12,29382;MIS;MIS,,,,,,
20KHA1011;Ninh An 2;Central;Khanh Hoa;Ninh Hòa;Lạc An-Ninh Thọ-Ninh Hòa-Khánh Hòa;109,17452;12,55625;MIS;MIS,,,,,,
20KHA1012;Phước Đồng 3;Central;Khanh Hoa;Nha Trang;Phước Lợi-Phước Đồng-Nha Trang;109,17404;12,18149;MIS;MIS,,,,,,
20KHA1013;Suối Dầu 2;Central;Khanh Hoa;Cam Lâm;Thôn Cây Xoài-Suối Tân-Cam Lâm-Khánh Hòa;109,07937;12,1693;MIS;MIS,,,,,,
30KHA1001;Cam Hai (Cam Duc 2);Central;Khanh Hoa;Cam Lâm;Văn Tứ Đông - xã Cam Hoà - Huyện Cam Lâm - Tỉnh Khánh Hòa;109,14508;12,1033;VNC55;VNC55,,,,,,
30KHA1002;Cam Hai Dong BTS;Central;Khanh Hoa;Cam Lâm;Xóm 3-Thủy Triều-Cam Hải Đông-Cam Lâm;109,18012;12,08049;VNC55;VNC55,,,,,,
30KHA1003;Cam Hải Tây;Central;Khanh Hoa;Cam Lâm;Thôn Bắc Vĩnh,Cam Hải Tây,Cam Lâm,Khánh Hòa;109,15246;12,09212;VNC55;VNC55,,,
30KHA1004;Cam Phuoc Tay BTS;Central;Khanh Hoa;Cam Lâm;Thôn Tân Lập - xã Cam Phước Tây - Huyện Cam Lâm- Tỉnh Khánh Hòa;109,0608;11,97613;VNC55;VNC55,,,,,,
30KHA1005;Cam Thanh Nam BTS;Central;Khanh Hoa;Cam Ranh;Thôn Quảng Phúc - xã Cam Thành Nam - Thị xã Cam Ranh- Tỉnh Khánh Hòa;109,15273;11,99446;VNC55;VNC55,,,,,,
30KHA1006;Dien Lac BTS;Central;Khanh Hoa;Diên Khánh;Ủy Ban Nhân Dân Xã Diên Lạc - Huyện Diên Khánh- Tỉnh Khánh Hòa;109,07199;12,25973;VNC55;VNC55,,,,,,
30KHA1007;Suoi Tien BTS;Central;Khanh Hoa;Diên Khánh;Thôn Tân Khánh - Suối Tiên - Huyện Diên Khánh - Tỉnh Khánh Hòa;109,04234;12,201001;VNC55;VNC55,,,,,,
30KHA1008;Khanh Hiep BTS;Central;Khanh Hoa;Khánh Vĩnh;Thôn Hòa Lang - xã Khánh Vĩnh - huyện Khánh Vĩnh;108,91829;12,38806;VNC55;VNC55,,,,,,
30KHA1009;Khanh Phu BTS (Nga 3 Dien Tan);Central;Khanh Hoa;Khánh Vĩnh;Thôn Nước Nhĩ-xã Khánh Phú-Khánh Vĩnh;108,95781;12,251;VNC55;VNC55,,,,,,
30KHA1010;Song Cau BTS;Central;Khanh Hoa;Khánh Vĩnh;Thôn Đông - Xã Sông Cầu - Huyện Khánh Vĩnh - Tỉnh Khánh Hòa;108,94483;12,28242;VNC55;VNC55,,,,,,
30KHA1011;Ninh Ha (Ninh Phu);Central;Khanh Hoa;Ninh Hòa;Hoi Dien - Xã Ninh Phu- TX.Ninh Hòa - Khanh Hoa;109,16366;12,48021;VNC55;VNC55,,,,,,
30KHA1012;Ninh Hai (Dong Hai);Central;Khanh Hoa;Ninh Hòa;Đông Hải - P.Ninh Hải-  TX.Ninh Hòa- Tỉnh Khánh Hòa;109,23206;12,57011;VNC55;VNC55,,,,,,
30KHA1013;Ninh Hoa 3 (Phuoc Loc);Central;Khanh Hoa;Ninh Hòa;Phước Lộc - Xã Ninh Quang -  TX.Ninh Hòa - Tỉnh Khánh Hòa;109,12481;12,47239;VNC55;VNC55,,,,,,
30KHA1014;Ninh Hoa 4 (Ninh Phung);Central;Khanh Hoa;Ninh Hòa;Xuân Hòa -Xã Ninh Phụng -  TX.Ninh Hòa- Tỉnh Khánh Hòa;109,11123;12,50058;VNC55;VNC55,,,,,,
30KHA1015;Ninh Hung (Go San);Central;Khanh Hoa;Ninh Hòa;Gò Sắn -Xã Ninh Hưng -  TX.Ninh Hòa - Tỉnh Khánh Hòa;109,08087;12,45971;VNC55;VNC55,,,,,,
30KHA1016;Ninh Sim;Central;Khanh Hoa;Ninh Hòa;Xóm Mới - Xã Ninh Sơn -  TX.Ninh Hòa - Tỉnh Khánh Hòa;108,97536;12,53697;VNC55;VNC55,,,,,,
30KHA1017;Ninh Son;Central;Khanh Hoa;Ninh Hòa;Thôn Số 4 - Xã Ninh Sơn-  TX.Ninh Hòa - Tỉnh Khánh Hòa;109,12578;12,60493;VNC55;VNC55,,,,,,
30KHA1018;Ninh Trung (Thach Dinh);Central;Khanh Hoa;Ninh Hòa;Thach Dinh - Xã Ninh Trung-  TX.Ninh Hòa - Tỉnh Khánh Hòa;109,12308;12,54331;VNC55;VNC55,,,,,,
30KHA1019;Phu Hoa (Van Huu);Central;Khanh Hoa;Ninh Hòa;Vạn Hữu - Xã Ninh Quang-  TX.Ninh Hòa - Tỉnh Khánh Hòa;109,09779;12,47708;VNC55;VNC55,,,,,,
